Experiment: 20241008_iDEC_PANCE_DAY4  Selected Filter: SYBR Green I / HRM Dye (465-510)
Include	Color	Pos	Name	Cp	Concentration	Standard	Status
True	65280	J15	Sample 231			0	
True	255	J16	Sample 232	35.55		0	
True	65280	J17	Sample 233			0	
True	255	J18	Sample 234	33.92		0	
True	65280	J19	Sample 235			0	
True	255	J20	Sample 236	33.72		0	
True	65280	J21	Sample 237			0	
True	255	J22	Sample 238	33.80		0	
True	65280	J23	Sample 239			0	
True	255	J24	Sample 240	19.73		0	
True	65280	K1	Sample 241			0	
True	65280	K2	Sample 242			0	
True	65280	K3	Sample 243			0	
True	255	K4	Sample 244	34.01		0	
True	65280	K5	Sample 245			0	
True	255	K6	Sample 246	34.39		0	
True	65280	K7	Sample 247			0	
True	255	K8	Sample 248	34.02		0	
True	65280	K9	Sample 249			0	
True	255	K10	Sample 250	33.32		0	
True	65280	K11	Sample 251			0	
True	255	K12	Sample 252	35.24		0	
True	65280	K13	Sample 253			0	
True	255	K14	Sample 254	33.67		0	
True	65280	K15	Sample 255			0	
True	255	K16	Sample 256	35.50		0	
True	65280	K17	Sample 257			0	
True	255	K18	Sample 258	34.53		0	
True	65280	K19	Sample 259			0	
True	255	K20	Sample 260	36.03		0	
True	65280	K21	Sample 261			0	
True	255	K22	Sample 262	34.63		0	
True	65280	K23	Sample 263			0	
True	65280	K24	Sample 264			0	
True	65280	L1	Sample 265			0	
True	65280	L2	Sample 266			0	
True	65280	L3	Sample 267			0	
True	65280	L4	Sample 268			0	
True	65280	L5	Sample 269			0	
True	255	L6	Sample 270	35.00		0	
True	65280	L7	Sample 271			0	
True	255	L8	Sample 272	34.07		0	
True	65280	L9	Sample 273			0	
True	255	L10	Sample 274	33.97		0	
True	65280	L11	Sample 275			0	
True	255	L12	Sample 276	34.82		0	
True	65280	L13	Sample 277			0	
True	255	L14	Sample 278	34.85		0	
True	65280	L15	Sample 279			0	
True	255	L16	Sample 280	35.53		0	
True	65280	L17	Sample 281			0	
True	255	L18	Sample 282	34.86		0	
True	65280	L19	Sample 283			0	
True	255	L20	Sample 284	35.50		0	
True	65280	L21	Sample 285			0	
True	255	L22	Sample 286	34.50		0	
True	65280	L23	Sample 287			0	
True	65280	L24	Sample 288			0	
True	65280	M1	Sample 289			0	
True	65280	M2	Sample 290			0	
True	65280	M3	Sample 291			0	
True	65280	M4	Sample 292			0	
True	65280	M5	Sample 293			0	
True	255	M6	Sample 294	32.31		0	
True	65280	M7	Sample 295			0	
True	255	M8	Sample 296	36.40		0	
True	65280	M9	Sample 297			0	
True	255	M10	Sample 298	33.03		0	
True	65280	M11	Sample 299			0	
True	255	M12	Sample 300	36.04		0	
True	65280	M13	Sample 301			0	
True	255	M14	Sample 302	34.72		0	
True	65280	M15	Sample 303			0	
True	255	M16	Sample 304	33.33		0	
True	65280	M17	Sample 305			0	
True	255	M18	Sample 306	33.95		0	
True	65280	M19	Sample 307			0	
True	255	M20	Sample 308	33.74		0	
True	65280	M21	Sample 309			0	
True	255	M22	Sample 310	34.69		0	
True	65280	M23	Sample 311			0	
True	255	M24	Sample 312	35.15		0	
True	65280	N1	Sample 313			0	
True	255	N2	Sample 314	33.33		0	
True	65280	N3	Sample 315			0	
True	255	N4	Sample 316	34.34		0	
True	65280	N5	Sample 317			0	
True	255	N6	Sample 318	34.62		0	
True	65280	N7	Sample 319			0	
True	255	N8	Sample 320	35.69		0	
True	65280	N9	Sample 321			0	
True	255	N10	Sample 322	33.64		0	
True	65280	N11	Sample 323			0	
True	255	N12	Sample 324	34.69		0	
True	65280	N13	Sample 325			0	
True	255	N14	Sample 326	33.60		0	
True	65280	N15	Sample 327			0	
True	16711680	N16	Sample 328	34.47		0	? - Detector Call uncertain
True	65280	N17	Sample 329			0	
True	255	N18	Sample 330	33.84		0	
True	65280	N19	Sample 331			0	
True	255	N20	Sample 332	33.06		0	
True	65280	N21	Sample 333			0	
True	255	N22	Sample 334	35.80		0	
True	65280	N23	Sample 335			0	
True	255	N24	Sample 336	33.07		0	
True	65280	O1	Sample 337			0	
True	255	O2	Sample 338	33.45		0	
True	65280	O3	Sample 339			0	
True	255	O4	Sample 340	32.66		0	
True	65280	O5	Sample 341			0	
True	255	O6	Sample 342	34.12		0	
True	65280	O7	Sample 343			0	
True	255	O8	Sample 344	19.95		0	
True	65280	O9	Sample 345			0	
True	255	O10	Sample 346	33.95		0	
True	65280	O11	Sample 347			0	
True	255	O12	Sample 348	35.06		0	
True	65280	O13	Sample 349			0	
True	255	O14	Sample 350	34.91		0	
True	65280	O15	Sample 351			0	
True	255	O16	Sample 352	32.61		0	
True	65280	O17	Sample 353			0	
True	255	O18	Sample 354	32.77		0	
True	65280	O19	Sample 355			0	
True	255	O20	Sample 356	36.40		0	
True	65280	O21	Sample 357			0	
True	255	O22	Sample 358	35.52		0	
True	65280	O23	Sample 359			0	
True	255	O24	Sample 360	32.35		0	
True	65280	P1	Sample 361			0	
True	255	P2	Sample 362	34.98		0	
True	65280	P3	Sample 363			0	
True	255	P4	Sample 364	34.85		0	
True	65280	P5	Sample 365			0	
True	255	P6	Sample 366	32.84		0	
True	65280	P7	Sample 367			0	
True	255	P8	Sample 368	35.22		0	
True	65280	P9	Sample 369			0	
True	255	P10	Sample 370	35.26		0	
True	65280	P11	Sample 371			0	
True	255	P12	Sample 372	33.96		0	
True	65280	P13	Sample 373			0	
True	255	P14	Sample 374	35.10		0	
True	65280	P15	Sample 375			0	
True	255	P16	Sample 376	33.54		0	
True	65280	P17	Sample 377			0	
True	255	P18	Sample 378	33.81		0	
True	65280	P19	Sample 379			0	
True	65280	P20	Sample 380			0	
True	65280	P21	Sample 381			0	
True	65280	P22	Sample 382			0	
True	65280	P23	Sample 383			0	
True	65280	P24	Sample 384			0	
