Experiment: 20241008_iDEC_PANCE_DAY3  Selected Filter: SYBR Green I / HRM Dye (465-510)
Include	Color	Pos	Name	Cp	Concentration	Standard	Status
True	255	G10	Sample 154	25.14		0	
True	255	G11	Sample 155	25.54		0	
True	255	G12	Sample 156	25.52		0	
True	255	G13	Sample 157	33.18		0	
True	255	G14	Sample 158	32.92		0	
True	255	G15	Sample 159	32.32		0	
True	255	G16	Sample 160	32.62		0	
True	255	G17	Sample 161	33.25		0	
True	255	G18	Sample 162	32.87		0	
True	255	G19	Sample 163	32.78		0	
True	255	G20	Sample 164	32.24		0	
True	255	G21	Sample 165	20.92		0	
True	255	G22	Sample 166	20.89		0	
True	255	G23	Sample 167	20.72		0	
True	255	G24	Sample 168	21.59		0	
True	255	H1	Sample 169	24.78		0	
True	255	H2	Sample 170	24.24		0	
True	255	H3	Sample 171	25.45		0	
True	255	H4	Sample 172	25.32		0	
True	255	H5	Sample 173	22.50		0	
True	255	H6	Sample 174	22.62		0	
True	255	H7	Sample 175	21.97		0	
True	255	H8	Sample 176	21.75		0	
True	255	H9	Sample 177	26.62		0	
True	255	H10	Sample 178	25.74		0	
True	255	H11	Sample 179	26.99		0	
True	255	H12	Sample 180	26.61		0	
True	255	H13	Sample 181	18.83		0	
True	255	H14	Sample 182	18.81		0	
True	255	H15	Sample 183	19.03		0	
True	255	H16	Sample 184	18.95		0	
True	255	H17	Sample 185	17.43		0	
True	255	H18	Sample 186	17.24		0	
True	255	H19	Sample 187	19.53		0	
True	255	H20	Sample 188	19.49		0	
True	255	H21	Sample 189	20.74		0	
True	255	H22	Sample 190	20.90		0	
True	255	H23	Sample 191	21.59		0	
True	255	H24	Sample 192	21.31		0	
True	255	I1	Sample 193	33.89		0	
True	255	I2	Sample 194	34.27		0	
True	255	I3	Sample 195	33.03		0	
True	255	I4	Sample 196	34.49		0	
True	255	I5	Sample 197	35.19		0	
True	255	I6	Sample 198	35.03		0	
True	255	I7	Sample 199	35.09		0	
True	255	I8	Sample 200	34.14		0	
True	255	I9	Sample 201	33.80		0	
True	255	I10	Sample 202	35.04		0	
True	255	I11	Sample 203	34.47		0	
True	255	I12	Sample 204	35.06		0	
True	255	I13	Sample 205	34.69		0	
True	255	I14	Sample 206	34.18		0	
True	255	I15	Sample 207	33.91		0	
True	255	I16	Sample 208	34.13		0	
True	255	I17	Sample 209	35.41		0	
True	255	I18	Sample 210	33.93		0	
True	255	I19	Sample 211	34.13		0	
True	255	I20	Sample 212	34.82		0	
True	255	I21	Sample 213	34.31		0	
True	255	I22	Sample 214	35.10		0	
True	255	I23	Sample 215	34.05		0	
True	255	I24	Sample 216	34.56		0	
True	65280	J1	Sample 217			0	
True	65280	J2	Sample 218			0	
True	65280	J3	Sample 219			0	
True	65280	J4	Sample 220			0	
True	65280	J5	Sample 221			0	
True	65280	J6	Sample 222			0	
True	65280	J7	Sample 223			0	
True	65280	J8	Sample 224			0	
True	65280	J9	Sample 225			0	
True	65280	J10	Sample 226			0	
True	65280	J11	Sample 227			0	
True	65280	J12	Sample 228			0	
True	65280	J13	Sample 229			0	
True	65280	J14	Sample 230			0	
True	65280	J15	Sample 231			0	
True	65280	J16	Sample 232			0	
True	65280	J17	Sample 233			0	
True	65280	J18	Sample 234			0	
True	65280	J19	Sample 235			0	
True	65280	J20	Sample 236			0	
True	65280	J21	Sample 237			0	
True	65280	J22	Sample 238			0	
True	65280	J23	Sample 239			0	
True	65280	J24	Sample 240			0	
True	65280	K1	Sample 241			0	
True	65280	K2	Sample 242			0	
True	65280	K3	Sample 243			0	
True	65280	K4	Sample 244			0	
True	65280	K5	Sample 245			0	
True	65280	K6	Sample 246			0	
True	65280	K7	Sample 247			0	
True	65280	K8	Sample 248			0	
True	65280	K9	Sample 249			0	
True	65280	K10	Sample 250			0	
True	65280	K11	Sample 251			0	
True	65280	K12	Sample 252			0	
True	65280	K13	Sample 253			0	
True	65280	K14	Sample 254			0	
True	65280	K15	Sample 255			0	
True	65280	K16	Sample 256			0	
True	65280	K17	Sample 257			0	
True	65280	K18	Sample 258			0	
True	65280	K19	Sample 259			0	
True	65280	K20	Sample 260			0	
True	65280	K21	Sample 261			0	
True	65280	K22	Sample 262			0	
True	65280	K23	Sample 263			0	
True	65280	K24	Sample 264			0	
True	65280	L1	Sample 265			0	
True	65280	L2	Sample 266			0	
True	65280	L3	Sample 267			0	
True	65280	L4	Sample 268			0	
True	65280	L5	Sample 269			0	
True	65280	L6	Sample 270			0	
True	65280	L7	Sample 271			0	
True	65280	L8	Sample 272			0	
True	65280	L9	Sample 273			0	
True	65280	L10	Sample 274			0	
True	65280	L11	Sample 275			0	
True	65280	L12	Sample 276			0	
True	65280	L13	Sample 277			0	
True	65280	L14	Sample 278			0	
True	65280	L15	Sample 279			0	
True	65280	L16	Sample 280			0	
True	65280	L17	Sample 281			0	
True	65280	L18	Sample 282			0	
True	65280	L19	Sample 283			0	
True	65280	L20	Sample 284			0	
True	65280	L21	Sample 285			0	
True	65280	L22	Sample 286			0	
True	65280	L23	Sample 287			0	
True	65280	L24	Sample 288			0	
True	65280	M1	Sample 289			0	
True	65280	M2	Sample 290			0	
True	65280	M3	Sample 291			0	
True	65280	M4	Sample 292			0	
True	65280	M5	Sample 293			0	
True	65280	M6	Sample 294			0	
True	65280	M7	Sample 295			0	
True	65280	M8	Sample 296			0	
True	65280	M9	Sample 297			0	
True	65280	M10	Sample 298			0	
True	65280	M11	Sample 299			0	
True	65280	M12	Sample 300			0	
True	65280	M13	Sample 301			0	
True	65280	M14	Sample 302			0	
True	65280	M15	Sample 303			0	
True	65280	M16	Sample 304			0	
True	65280	M17	Sample 305			0	
True	65280	M18	Sample 306			0	
True	65280	M19	Sample 307			0	
True	65280	M20	Sample 308			0	
True	65280	M21	Sample 309			0	
True	65280	M22	Sample 310			0	
True	65280	M23	Sample 311			0	
True	65280	M24	Sample 312			0	
True	65280	N1	Sample 313			0	
True	65280	N2	Sample 314			0	
True	65280	N3	Sample 315			0	
True	65280	N4	Sample 316			0	
True	65280	N5	Sample 317			0	
True	65280	N6	Sample 318			0	
True	65280	N7	Sample 319			0	
True	65280	N8	Sample 320			0	
True	65280	N9	Sample 321			0	
True	65280	N10	Sample 322			0	
True	65280	N11	Sample 323			0	
True	65280	N12	Sample 324			0	
True	65280	N13	Sample 325			0	
True	65280	N14	Sample 326			0	
True	65280	N15	Sample 327			0	
True	65280	N16	Sample 328			0	
True	65280	N17	Sample 329			0	
True	65280	N18	Sample 330			0	
True	65280	N19	Sample 331			0	
True	65280	N20	Sample 332			0	
True	65280	N21	Sample 333			0	
True	65280	N22	Sample 334			0	
True	65280	N23	Sample 335			0	
True	65280	N24	Sample 336			0	
True	65280	O1	Sample 337			0	
True	65280	O2	Sample 338			0	
True	65280	O3	Sample 339			0	
True	65280	O4	Sample 340			0	
True	65280	O5	Sample 341			0	
True	65280	O6	Sample 342			0	
True	65280	O7	Sample 343			0	
True	65280	O8	Sample 344			0	
True	65280	O9	Sample 345			0	
True	65280	O10	Sample 346			0	
True	65280	O11	Sample 347			0	
True	65280	O12	Sample 348			0	
True	65280	O13	Sample 349			0	
True	65280	O14	Sample 350			0	
True	65280	O15	Sample 351			0	
True	65280	O16	Sample 352			0	
True	65280	O17	Sample 353			0	
True	65280	O18	Sample 354			0	
True	65280	O19	Sample 355			0	
True	65280	O20	Sample 356			0	
True	65280	O21	Sample 357			0	
True	65280	O22	Sample 358			0	
True	65280	O23	Sample 359			0	
True	65280	O24	Sample 360			0	
True	65280	P1	Sample 361			0	
True	65280	P2	Sample 362			0	
True	65280	P3	Sample 363			0	
True	65280	P4	Sample 364			0	
True	65280	P5	Sample 365			0	
True	65280	P6	Sample 366			0	
True	65280	P7	Sample 367			0	
True	65280	P8	Sample 368			0	
True	65280	P9	Sample 369			0	
True	65280	P10	Sample 370			0	
True	65280	P11	Sample 371			0	
True	65280	P12	Sample 372			0	
True	65280	P13	Sample 373			0	
True	65280	P14	Sample 374			0	
True	65280	P15	Sample 375			0	
True	65280	P16	Sample 376			0	
True	65280	P17	Sample 377			0	
True	65280	P18	Sample 378			0	
True	65280	P19	Sample 379			0	
True	65280	P20	Sample 380			0	
True	65280	P21	Sample 381			0	
True	65280	P22	Sample 382			0	
True	65280	P23	Sample 383			0	
True	65280	P24	Sample 384			0	
